390,0.690547,0.309452,0.855670
391,0.689652,0.310348,0.848337
392,0.688619,0.311381,0.842648
393,0.687467,0.312533,0.838603
394,0.686212,0.313787,0.836212
395,0.684874,0.315125,0.835495
396,0.683471,0.316529,0.836482
397,0.682020,0.317979,0.839212
398,0.680541,0.319459,0.843739
399,0.679052,0.320948,0.850126
400,0.677571,0.322428,0.858451
401,0.676117,0.323883,0.868675
402,0.674696,0.325303,0.880222
403,0.673317,0.326683,0.892354
404,0.671985,0.328014,0.904295
405,0.670708,0.329292,0.915225
406,0.669470,0.330530,0.924519
407,0.668170,0.331830,0.932462
408,0.666685,0.333315,0.939586
409,0.664889,0.335111,0.946443
410,0.662656,0.337343,0.953596
411,0.659902,0.340097,0.961441
412,0.656719,0.343281,0.969659
413,0.653243,0.346757,0.977743
414,0.649615,0.350385,0.985176
415,0.645977,0.354023,0.991435
416,0.642435,0.357564,0.996072
417,0.638938,0.361062,0.998947
418,0.635392,0.364608,0.999998
419,0.631704,0.368296,0.999166
420,0.627777,0.372223,0.996399
421,0.623550,0.376450,0.991708
422,0.619105,0.380895,0.985346
423,0.614561,0.385439,0.977639
424,0.610041,0.389959,0.968914
425,0.605668,0.394332,0.959504
426,0.601532,0.398468,0.949615
427,0.597580,0.402419,0.938961
428,0.593722,0.406278,0.927143
429,0.589865,0.410135,0.913785
430,0.585916,0.414083,0.898535
431,0.581817,0.418182,0.881276
432,0.577648,0.422352,0.862713
433,0.573525,0.426474,0.843710
434,0.569567,0.430433,0.825068
435,0.565891,0.434109,0.807527
436,0.562584,0.437415,0.791538
437,0.559598,0.440401,0.776609
438,0.556852,0.443148,0.762058
439,0.554261,0.445738,0.747249
440,0.551744,0.448255,0.731596
441,0.549236,0.450763,0.714715
442,0.546753,0.453246,0.696878
443,0.544329,0.455670,0.678488
444,0.542000,0.457999,0.659919
445,0.539800,0.460199,0.641510
446,0.537761,0.462238,0.623449
447,0.535900,0.464099,0.605455
448,0.534230,0.465770,0.587169
449,0.532762,0.467237,0.568278
450,0.531511,0.468488,0.548520
451,0.530477,0.469522,0.527783
452,0.529614,0.470385,0.506373
453,0.528865,0.471134,0.484665
454,0.528172,0.471828,0.462987
455,0.527476,0.472523,0.441625
456,0.526740,0.473260,0.420788
457,0.526002,0.473998,0.400528
458,0.525320,0.474679,0.380858
459,0.524752,0.475247,0.361788
460,0.524357,0.475642,0.343327
461,0.524177,0.475822,0.325466
462,0.524195,0.475805,0.308139
